Date,Daily_growth_confirmed_pct,Confirmed,Country,Daily_growth_recovered_pct,Recovered,Daily_growth_deaths_pct,Deaths
2020-02-10,0.0,0,SENEGAL,0.0,0,0.0,0
2020-02-11,0.0,0,SENEGAL,0.0,0,0.0,0
2020-02-12,0.0,0,SENEGAL,0.0,0,0.0,0
2020-02-13,0.0,0,SENEGAL,0.0,0,0.0,0
2020-02-14,0.0,0,SENEGAL,0.0,0,0.0,0
2020-02-15,0.0,0,SENEGAL,0.0,0,0.0,0
2020-02-16,0.0,0,SENEGAL,0.0,0,0.0,0
2020-02-17,0.0,0,SENEGAL,0.0,0,0.0,0
2020-02-18,0.0,0,SENEGAL,0.0,0,0.0,0
2020-02-19,0.0,0,SENEGAL,0.0,0,0.0,0
2020-02-20,0.0,0,SENEGAL,0.0,0,0.0,0
2020-02-21,0.0,0,SENEGAL,0.0,0,0.0,0
2020-02-22,0.0,0,SENEGAL,0.0,0,0.0,0
2020-02-23,0.0,0,SENEGAL,0.0,0,0.0,0
2020-02-24,0.0,0,SENEGAL,0.0,0,0.0,0
2020-02-25,0.0,0,SENEGAL,0.0,0,0.0,0
2020-02-26,0.0,0,SENEGAL,0.0,0,0.0,0
2020-02-27,0.0,0,SENEGAL,0.0,0,0.0,0
2020-02-28,0.0,0,SENEGAL,0.0,0,0.0,0
2020-02-29,0.0,0,SENEGAL,0.0,0,0.0,0
2020-03-01,0.0,0,SENEGAL,0.0,0,0.0,0
2020-03-02,inf,1,SENEGAL,0.0,0,0.0,0
2020-03-03,100.0,2,SENEGAL,0.0,0,0.0,0
2020-03-04,100.0,4,SENEGAL,0.0,0,0.0,0
2020-03-05,0.0,4,SENEGAL,0.0,0,0.0,0
2020-03-06,0.0,4,SENEGAL,0.0,0,0.0,0
2020-03-07,0.0,4,SENEGAL,0.0,0,0.0,0
2020-03-08,0.0,4,SENEGAL,inf,1,0.0,0
2020-03-09,0.0,4,SENEGAL,0.0,1,0.0,0
2020-03-10,0.0,4,SENEGAL,0.0,1,0.0,0
2020-03-11,0.0,4,SENEGAL,0.0,1,0.0,0
2020-03-12,0.0,4,SENEGAL,0.0,1,0.0,0
2020-03-13,150.0,10,SENEGAL,0.0,1,0.0,0
2020-03-14,0.0,10,SENEGAL,0.0,1,0.0,0
2020-03-15,140.0,24,SENEGAL,0.0,1,0.0,0
2020-03-16,0.0,24,SENEGAL,100.0,2,0.0,0
2020-03-17,8.333333333333325,26,SENEGAL,0.0,2,0.0,0
2020-03-18,19.23076923076923,31,SENEGAL,0.0,2,0.0,0
2020-03-19,0.0,31,SENEGAL,0.0,2,0.0,0
2020-03-20,22.580645161290324,38,SENEGAL,0.0,2,0.0,0
2020-03-21,23.684210526315795,47,SENEGAL,150.0,5,0.0,0
2020-03-22,42.553191489361694,67,SENEGAL,0.0,5,0.0,0
2020-03-23,17.910447761194035,79,SENEGAL,0.0,5,0.0,0
2020-03-24,8.860759493670889,86,SENEGAL,60.00000000000001,8,0.0,0
2020-03-25,15.116279069767447,99,SENEGAL,12.5,9,0.0,0
2020-03-26,6.060606060606055,105,SENEGAL,0.0,9,0.0,0
2020-03-27,13.33333333333333,119,SENEGAL,22.222222222222232,11,0.0,0
2020-03-28,9.243697478991585,130,SENEGAL,63.63636363636365,18,0.0,0
2020-03-29,9.23076923076922,142,SENEGAL,50.0,27,0.0,0
2020-03-30,14.084507042253524,162,SENEGAL,0.0,27,0.0,0
2020-03-31,8.024691358024683,175,SENEGAL,48.14814814814814,40,0.0,0
2020-04-01,8.571428571428562,190,SENEGAL,12.5,45,inf,1
2020-04-02,2.6315789473684292,195,SENEGAL,22.222222222222232,55,0.0,1
2020-04-03,6.153846153846154,207,SENEGAL,19.999999999999996,66,0.0,1
2020-04-04,5.797101449275366,219,SENEGAL,9.090909090909083,72,100.0,2
2020-04-05,1.3698630136986356,222,SENEGAL,13.888888888888884,82,0.0,2
2020-04-06,1.8018018018018056,226,SENEGAL,12.195121951219523,92,0.0,2
2020-04-07,4.867256637168138,237,SENEGAL,14.130434782608692,105,0.0,2
2020-04-08,2.9535864978903037,244,SENEGAL,7.619047619047614,113,0.0,2
2020-04-09,2.4590163934426146,250,SENEGAL,8.849557522123884,123,0.0,2
2020-04-10,6.000000000000005,265,SENEGAL,11.382113821138207,137,0.0,2
2020-04-11,4.9056603773584895,278,SENEGAL,10.948905109489049,152,0.0,2
2020-04-12,0.7194244604316502,280,SENEGAL,12.5,171,0.0,2
2020-04-13,3.928571428571437,291,SENEGAL,4.093567251461994,178,0.0,2
2020-04-14,2.7491408934707806,299,SENEGAL,2.8089887640449396,183,0.0,2
2020-01-22,0.0,0,BURKINA_FASO,0.0,0,0.0,0
2020-01-23,0.0,0,BURKINA_FASO,0.0,0,0.0,0
2020-01-24,0.0,0,BURKINA_FASO,0.0,0,0.0,0
2020-01-25,0.0,0,BURKINA_FASO,0.0,0,0.0,0
2020-01-26,0.0,0,BURKINA_FASO,0.0,0,0.0,0
2020-01-27,0.0,0,BURKINA_FASO,0.0,0,0.0,0
2020-01-28,0.0,0,BURKINA_FASO,0.0,0,0.0,0
2020-01-29,0.0,0,BURKINA_FASO,0.0,0,0.0,0
2020-01-30,0.0,0,BURKINA_FASO,0.0,0,0.0,0
2020-01-31,0.0,0,BURKINA_FASO,0.0,0,0.0,0
2020-02-01,0.0,0,BURKINA_FASO,0.0,0,0.0,0
2020-02-02,0.0,0,BURKINA_FASO,0.0,0,0.0,0
2020-02-03,0.0,0,BURKINA_FASO,0.0,0,0.0,0
2020-02-04,0.0,0,BURKINA_FASO,0.0,0,0.0,0
2020-02-05,0.0,0,BURKINA_FASO,0.0,0,0.0,0
2020-02-06,0.0,0,BURKINA_FASO,0.0,0,0.0,0
2020-02-07,0.0,0,BURKINA_FASO,0.0,0,0.0,0
2020-02-08,0.0,0,BURKINA_FASO,0.0,0,0.0,0
2020-02-09,0.0,0,BURKINA_FASO,0.0,0,0.0,0
2020-02-10,0.0,0,BURKINA_FASO,0.0,0,0.0,0
2020-02-11,0.0,0,BURKINA_FASO,0.0,0,0.0,0
2020-02-12,0.0,0,BURKINA_FASO,0.0,0,0.0,0
2020-02-13,0.0,0,BURKINA_FASO,0.0,0,0.0,0
2020-02-14,0.0,0,BURKINA_FASO,0.0,0,0.0,0
2020-02-15,0.0,0,BURKINA_FASO,0.0,0,0.0,0
2020-02-16,0.0,0,BURKINA_FASO,0.0,0,0.0,0
2020-02-17,0.0,0,BURKINA_FASO,0.0,0,0.0,0
2020-02-18,0.0,0,BURKINA_FASO,0.0,0,0.0,0
2020-02-19,0.0,0,BURKINA_FASO,0.0,0,0.0,0
2020-02-20,0.0,0,BURKINA_FASO,0.0,0,0.0,0
2020-02-21,0.0,0,BURKINA_FASO,0.0,0,0.0,0
2020-02-22,0.0,0,BURKINA_FASO,0.0,0,0.0,0
2020-02-23,0.0,0,BURKINA_FASO,0.0,0,0.0,0
2020-02-24,0.0,0,BURKINA_FASO,0.0,0,0.0,0
2020-02-25,0.0,0,BURKINA_FASO,0.0,0,0.0,0
2020-02-26,0.0,0,BURKINA_FASO,0.0,0,0.0,0
2020-02-27,0.0,0,BURKINA_FASO,0.0,0,0.0,0
2020-02-28,0.0,0,BURKINA_FASO,0.0,0,0.0,0
2020-02-29,0.0,0,BURKINA_FASO,0.0,0,0.0,0
2020-03-01,0.0,0,BURKINA_FASO,0.0,0,0.0,0
2020-03-02,0.0,0,BURKINA_FASO,0.0,0,0.0,0
2020-03-03,0.0,0,BURKINA_FASO,0.0,0,0.0,0
2020-03-04,0.0,0,BURKINA_FASO,0.0,0,0.0,0
2020-03-05,0.0,0,BURKINA_FASO,0.0,0,0.0,0
2020-03-06,0.0,0,BURKINA_FASO,0.0,0,0.0,0
2020-03-07,0.0,0,BURKINA_FASO,0.0,0,0.0,0
2020-03-08,0.0,0,BURKINA_FASO,0.0,0,0.0,0
2020-03-09,0.0,0,BURKINA_FASO,0.0,0,0.0,0
2020-03-10,inf,1,BURKINA_FASO,0.0,0,0.0,0
2020-03-11,100.0,2,BURKINA_FASO,0.0,0,0.0,0
2020-03-12,0.0,2,BURKINA_FASO,0.0,0,0.0,0
2020-03-13,0.0,2,BURKINA_FASO,0.0,0,0.0,0
2020-03-14,0.0,2,BURKINA_FASO,0.0,0,0.0,0
2020-03-15,50.0,3,BURKINA_FASO,0.0,0,0.0,0
2020-03-16,400.0,15,BURKINA_FASO,0.0,0,0.0,0
2020-03-17,0.0,15,BURKINA_FASO,0.0,0,0.0,0
2020-03-18,33.33333333333333,20,BURKINA_FASO,0.0,0,inf,1
2020-03-19,64.99999999999999,33,BURKINA_FASO,0.0,0,0.0,1
2020-03-20,21.212121212121215,40,BURKINA_FASO,0.0,0,0.0,1
2020-03-21,60.00000000000001,64,BURKINA_FASO,inf,5,100.0,2
2020-03-22,17.1875,75,BURKINA_FASO,0.0,5,100.0,4
2020-03-23,32.00000000000001,99,BURKINA_FASO,0.0,5,0.0,4
2020-03-24,15.15151515151516,114,BURKINA_FASO,39.99999999999999,7,0.0,4
2020-03-25,28.07017543859649,146,BURKINA_FASO,42.85714285714286,10,0.0,4
2020-03-26,4.109589041095885,152,BURKINA_FASO,0.0,10,75.0,7
2020-03-27,18.421052631578938,180,BURKINA_FASO,19.999999999999996,12,28.57142857142858,9
2020-03-28,14.999999999999991,207,BURKINA_FASO,75.0,21,22.222222222222232,11
2020-03-29,7.246376811594213,222,BURKINA_FASO,9.523809523809534,23,9.090909090909083,12
2020-03-30,10.81081081081081,246,BURKINA_FASO,34.78260869565217,31,0.0,12
2020-03-31,6.0975609756097615,261,BURKINA_FASO,3.2258064516129004,32,16.666666666666675,14
2020-04-01,8.045977011494255,282,BURKINA_FASO,43.75,46,14.28571428571428,16
2020-04-02,2.127659574468077,288,BURKINA_FASO,8.695652173913038,50,0.0,16
2020-04-03,4.861111111111116,302,BURKINA_FASO,0.0,50,0.0,16
2020-04-04,5.298013245033117,318,BURKINA_FASO,32.00000000000001,66,0.0,16
2020-04-05,8.490566037735858,345,BURKINA_FASO,36.36363636363635,90,6.25,17
2020-04-06,5.507246376811592,364,BURKINA_FASO,19.999999999999996,108,5.882352941176472,18
2020-04-07,5.494505494505497,384,BURKINA_FASO,17.59259259259258,127,5.555555555555558,19
2020-04-08,7.8125,414,BURKINA_FASO,5.5118110236220375,134,21.052631578947366,23
2020-04-09,7.004830917874405,443,BURKINA_FASO,8.955223880597018,146,4.347826086956519,24
2020-04-10,0.0,443,BURKINA_FASO,0.0,146,0.0,24
2020-04-11,9.255079006772004,484,BURKINA_FASO,6.164383561643838,155,12.5,27
2020-04-12,2.685950413223148,497,BURKINA_FASO,3.8709677419354938,161,0.0,27
2020-04-13,0.0,497,BURKINA_FASO,0.0,161,0.0,27
2020-04-14,6.23742454728371,528,BURKINA_FASO,9.937888198757761,177,11.111111111111116,30
2020-01-22,0.0,0,GUYANA,0.0,0,0.0,0
2020-01-23,0.0,0,GUYANA,0.0,0,0.0,0
2020-01-24,0.0,0,GUYANA,0.0,0,0.0,0
2020-01-25,0.0,0,GUYANA,0.0,0,0.0,0
2020-01-26,0.0,0,GUYANA,0.0,0,0.0,0
2020-01-27,0.0,0,GUYANA,0.0,0,0.0,0
2020-01-28,0.0,0,GUYANA,0.0,0,0.0,0
2020-01-29,0.0,0,GUYANA,0.0,0,0.0,0
2020-01-30,0.0,0,GUYANA,0.0,0,0.0,0
2020-01-31,0.0,0,GUYANA,0.0,0,0.0,0
2020-02-01,0.0,0,GUYANA,0.0,0,0.0,0
2020-02-02,0.0,0,GUYANA,0.0,0,0.0,0
2020-02-03,0.0,0,GUYANA,0.0,0,0.0,0
2020-02-04,0.0,0,GUYANA,0.0,0,0.0,0
2020-02-05,0.0,0,GUYANA,0.0,0,0.0,0
2020-02-06,0.0,0,GUYANA,0.0,0,0.0,0
2020-02-07,0.0,0,GUYANA,0.0,0,0.0,0
2020-02-08,0.0,0,GUYANA,0.0,0,0.0,0
2020-02-09,0.0,0,GUYANA,0.0,0,0.0,0
2020-02-10,0.0,0,GUYANA,0.0,0,0.0,0
2020-02-11,0.0,0,GUYANA,0.0,0,0.0,0
2020-02-12,0.0,0,GUYANA,0.0,0,0.0,0
2020-02-13,0.0,0,GUYANA,0.0,0,0.0,0
2020-02-14,0.0,0,GUYANA,0.0,0,0.0,0
2020-02-15,0.0,0,GUYANA,0.0,0,0.0,0
2020-02-16,0.0,0,GUYANA,0.0,0,0.0,0
2020-02-17,0.0,0,GUYANA,0.0,0,0.0,0
2020-02-18,0.0,0,GUYANA,0.0,0,0.0,0
2020-02-19,0.0,0,GUYANA,0.0,0,0.0,0
2020-02-20,0.0,0,GUYANA,0.0,0,0.0,0
2020-02-21,0.0,0,GUYANA,0.0,0,0.0,0
2020-02-22,0.0,0,GUYANA,0.0,0,0.0,0
2020-02-23,0.0,0,GUYANA,0.0,0,0.0,0
2020-02-24,0.0,0,GUYANA,0.0,0,0.0,0
2020-02-25,0.0,0,GUYANA,0.0,0,0.0,0
2020-02-26,0.0,0,GUYANA,0.0,0,0.0,0
2020-02-27,0.0,0,GUYANA,0.0,0,0.0,0
2020-02-28,0.0,0,GUYANA,0.0,0,0.0,0
2020-02-29,0.0,0,GUYANA,0.0,0,0.0,0
2020-03-01,0.0,0,GUYANA,0.0,0,0.0,0
2020-03-02,0.0,0,GUYANA,0.0,0,0.0,0
2020-03-03,0.0,0,GUYANA,0.0,0,0.0,0
2020-03-04,0.0,0,GUYANA,0.0,0,0.0,0
2020-03-05,0.0,0,GUYANA,0.0,0,0.0,0
2020-03-06,0.0,0,GUYANA,0.0,0,0.0,0
2020-03-07,0.0,0,GUYANA,0.0,0,0.0,0
2020-03-08,0.0,0,GUYANA,0.0,0,0.0,0
2020-03-09,0.0,0,GUYANA,0.0,0,0.0,0
2020-03-10,0.0,0,GUYANA,0.0,0,0.0,0
2020-03-11,0.0,0,GUYANA,0.0,0,0.0,0
2020-03-12,inf,1,GUYANA,0.0,0,inf,1
2020-03-13,0.0,1,GUYANA,0.0,0,0.0,1
2020-03-14,0.0,1,GUYANA,0.0,0,0.0,1
2020-03-15,300.0,4,GUYANA,0.0,0,0.0,1
2020-03-16,0.0,4,GUYANA,0.0,0,0.0,1
2020-03-17,25.0,5,GUYANA,0.0,0,0.0,1
2020-03-18,0.0,5,GUYANA,0.0,0,0.0,1
2020-03-19,0.0,5,GUYANA,0.0,0,0.0,1
2020-03-20,0.0,5,GUYANA,0.0,0,0.0,1
2020-03-21,0.0,5,GUYANA,0.0,0,0.0,1
2020-03-22,0.0,5,GUYANA,0.0,0,0.0,1
2020-03-23,0.0,5,GUYANA,0.0,0,0.0,1
2020-03-24,0.0,5,GUYANA,0.0,0,0.0,1
2020-03-25,0.0,5,GUYANA,0.0,0,0.0,1
2020-03-26,0.0,5,GUYANA,0.0,0,0.0,1
2020-03-27,0.0,5,GUYANA,0.0,0,0.0,1
2020-03-28,60.00000000000001,8,GUYANA,0.0,0,0.0,1
2020-03-29,0.0,8,GUYANA,0.0,0,0.0,1
2020-03-30,0.0,8,GUYANA,0.0,0,0.0,1
2020-03-31,50.0,12,GUYANA,0.0,0,100.0,2
2020-04-01,58.33333333333333,19,GUYANA,0.0,0,0.0,2
2020-04-02,0.0,19,GUYANA,0.0,0,100.0,4
2020-04-03,21.052631578947366,23,GUYANA,0.0,0,0.0,4
2020-04-04,0.0,23,GUYANA,0.0,0,0.0,4
2020-04-05,4.347826086956519,24,GUYANA,0.0,0,0.0,4
2020-04-06,29.166666666666675,31,GUYANA,inf,8,0.0,4
2020-04-07,6.451612903225801,33,GUYANA,0.0,8,25.0,5
2020-04-08,12.12121212121211,37,GUYANA,0.0,8,19.999999999999996,6
2020-04-09,0.0,37,GUYANA,0.0,8,0.0,6
2020-04-10,0.0,37,GUYANA,0.0,8,0.0,6
2020-04-11,21.62162162162162,45,GUYANA,0.0,8,0.0,6
2020-04-12,0.0,45,GUYANA,0.0,8,0.0,6
2020-04-13,0.0,45,GUYANA,0.0,8,0.0,6
2020-04-14,4.444444444444451,47,GUYANA,0.0,8,0.0,6
2020-01-22,0.0,0,MOLDOVA,0.0,0,0.0,0
2020-01-23,0.0,0,MOLDOVA,0.0,0,0.0,0
2020-01-24,0.0,0,MOLDOVA,0.0,0,0.0,0
2020-01-25,0.0,0,MOLDOVA,0.0,0,0.0,0
2020-01-26,0.0,0,MOLDOVA,0.0,0,0.0,0
2020-01-27,0.0,0,MOLDOVA,0.0,0,0.0,0
2020-01-28,0.0,0,MOLDOVA,0.0,0,0.0,0
2020-01-29,0.0,0,MOLDOVA,0.0,0,0.0,0
2020-01-30,0.0,0,MOLDOVA,0.0,0,0.0,0
2020-01-31,0.0,0,MOLDOVA,0.0,0,0.0,0
2020-02-01,0.0,0,MOLDOVA,0.0,0,0.0,0
2020-02-02,0.0,0,MOLDOVA,0.0,0,0.0,0
2020-02-03,0.0,0,MOLDOVA,0.0,0,0.0,0
2020-02-04,0.0,0,MOLDOVA,0.0,0,0.0,0
2020-02-05,0.0,0,MOLDOVA,0.0,0,0.0,0
2020-02-06,0.0,0,MOLDOVA,0.0,0,0.0,0
2020-02-07,0.0,0,MOLDOVA,0.0,0,0.0,0
2020-02-08,0.0,0,MOLDOVA,0.0,0,0.0,0
2020-02-09,0.0,0,MOLDOVA,0.0,0,0.0,0
2020-02-10,0.0,0,MOLDOVA,0.0,0,0.0,0
2020-02-11,0.0,0,MOLDOVA,0.0,0,0.0,0
2020-02-12,0.0,0,MOLDOVA,0.0,0,0.0,0
2020-02-13,0.0,0,MOLDOVA,0.0,0,0.0,0
2020-02-14,0.0,0,MOLDOVA,0.0,0,0.0,0
2020-02-15,0.0,0,MOLDOVA,0.0,0,0.0,0
2020-02-16,0.0,0,MOLDOVA,0.0,0,0.0,0
2020-02-17,0.0,0,MOLDOVA,0.0,0,0.0,0
2020-02-18,0.0,0,MOLDOVA,0.0,0,0.0,0
2020-02-19,0.0,0,MOLDOVA,0.0,0,0.0,0
2020-02-20,0.0,0,MOLDOVA,0.0,0,0.0,0
2020-02-21,0.0,0,MOLDOVA,0.0,0,0.0,0
2020-02-22,0.0,0,MOLDOVA,0.0,0,0.0,0
2020-02-23,0.0,0,MOLDOVA,0.0,0,0.0,0
2020-02-24,0.0,0,MOLDOVA,0.0,0,0.0,0
2020-02-25,0.0,0,MOLDOVA,0.0,0,0.0,0
2020-02-26,0.0,0,MOLDOVA,0.0,0,0.0,0
2020-02-27,0.0,0,MOLDOVA,0.0,0,0.0,0
2020-02-28,0.0,0,MOLDOVA,0.0,0,0.0,0
2020-02-29,0.0,0,MOLDOVA,0.0,0,0.0,0
2020-03-01,0.0,0,MOLDOVA,0.0,0,0.0,0
2020-03-02,0.0,0,MOLDOVA,0.0,0,0.0,0
2020-03-03,0.0,0,MOLDOVA,0.0,0,0.0,0
2020-03-04,0.0,0,MOLDOVA,0.0,0,0.0,0
2020-03-05,0.0,0,MOLDOVA,0.0,0,0.0,0
2020-03-06,0.0,0,MOLDOVA,0.0,0,0.0,0
2020-03-07,0.0,0,MOLDOVA,0.0,0,0.0,0
2020-03-08,inf,1,MOLDOVA,0.0,0,0.0,0
2020-03-09,0.0,1,MOLDOVA,0.0,0,0.0,0
2020-03-10,200.0,3,MOLDOVA,0.0,0,0.0,0
2020-03-11,0.0,3,MOLDOVA,0.0,0,0.0,0
2020-03-12,0.0,3,MOLDOVA,0.0,0,0.0,0
2020-03-13,100.0,6,MOLDOVA,0.0,0,0.0,0
2020-03-14,100.0,12,MOLDOVA,0.0,0,0.0,0
2020-03-15,91.66666666666667,23,MOLDOVA,0.0,0,0.0,0
2020-03-16,0.0,23,MOLDOVA,0.0,0,0.0,0
2020-03-17,30.434782608695656,30,MOLDOVA,inf,1,0.0,0
2020-03-18,0.0,30,MOLDOVA,0.0,1,inf,1
2020-03-19,63.33333333333333,49,MOLDOVA,0.0,1,0.0,1
2020-03-20,34.6938775510204,66,MOLDOVA,0.0,1,0.0,1
2020-03-21,21.212121212121215,80,MOLDOVA,0.0,1,0.0,1
2020-03-22,17.500000000000004,94,MOLDOVA,0.0,1,0.0,1
2020-03-23,15.957446808510634,109,MOLDOVA,0.0,1,0.0,1
2020-03-24,14.678899082568808,125,MOLDOVA,100.0,2,0.0,1
2020-03-25,19.199999999999996,149,MOLDOVA,0.0,2,0.0,1
2020-03-26,18.791946308724828,177,MOLDOVA,0.0,2,0.0,1
2020-03-27,12.429378531073443,199,MOLDOVA,0.0,2,100.0,2
2020-03-28,16.080402010050253,231,MOLDOVA,0.0,2,0.0,2
2020-03-29,13.85281385281385,263,MOLDOVA,0.0,2,0.0,2
